"Sheet Type","Opus ID","Client Name",Status,"Billing Modality KPI","Service Type Billing","License Billing","BTRC Letter","Security Coverage","Payment Plan","Other Upstream","S&M KAM","Team Name","Collection KAM","Collection Supervisor","NTTN Billing KAM","IIG/ITC Billing KAM","NTTN Billing Commencement Date","IIG/ITC Billing Commencement Date","Agreement Status","BTRC License Discontinuation Date",Legal,"Service Discontinuation Date"
Discontinued,DISC-N/A,"IT Connect Ltd",Discontinued,,"NTTN, IIG",,,0,0,No,"Umaya Afrin Priya","Team Mitul",Anik,"CS Tarikul",,,,,,,No,2015-07-30
Discontinued,DISC-3132,"J.F. Optical Services",Discontinued,,"NTTN, IIG","Central Zone",Both,0,0,No,"Rubaiyat Rahman","Team Ridwan",Hasnat,"CS Azim",,,,,,2019-07-23,No,2017-09-30
Discontinued,DISC-3423,"Just Click Online",Discontinued,,"NTTN, IIG",District,,1,0,No,"K.M. Mazharul Islam","Team Mosabbir",Mehedi,"CS Azim",Waly,Prince,,,,,No,2022-12-31
Discontinued,DISC-012207213,"Karsan Net",Barred,,"NTTN, IIG",Divisional,,1,0,Yes,"Ryhanul Islam Khan","Team Ryhan",Anik,"CS Tarikul",Tanim,Aftab,,,,,No,2026-04-30
Discontinued,DISC-6870,"Khilgaon Dot Net",Discontinued,,IIG,"Thana - ISP",,0.91856750878565407,0,Yes,"Md Mohsin Sujon","Team Sujon",Khairul,"CS Tarikul",,Tawhid,,,,,Yes,2022-05-31
Discontinued,DISC-4539,"Khulna Fiber Link",Barred,,"NTTN, IIG",Divisional,,0,0,Yes,"Ryhanul Islam Khan","Team Ryhan",Asif,"CS Shehave",N/A,Tawhid,,,,,No,2021-02-15
Discontinued,DISC-012518299,"Lockpur online",Discontinued,,IIG,Upazila/Thana,,0.64193723062236951,0,No,"SK Sanaullah","Team Ryhan",Hasnat,"CS Azim",N/A,Aftab,,,,,No,
Discontinued,DISC-012209423,"Low Speed Network",Discontinued,,IIG,"Thana - ISP",,1,0,No,"Toukir Azam Chowdhury","Team Sujon",Mehedi,"CS Azim",N/A,Mahbub,,,,,No,
Discontinued,DISC-3332,"Lushai Systems",Discontinued,,NTTN,"(South-East Zone)",,0,0,No,"Md. Mezbah Uddin Chy","Team Sakib",Shareef,"CS Tarikul",,,,,,2020-01-15,No,2019-11-30
Discontinued,DISC-3341,"M. D. Soft Technology",Barred,,"NTTN, IIG",Divisional,Both,0.89193883603804924,0,No,"MD. Abu  Sayeed","Team Mitul",Naznin,"CS Shehave",Shanto,Aftab,,,,,Yes,2021-04-20
Discontinued,DISC-3300,"M.R. Khan Joint International Trade Center",Discontinued,,NTTN,Divisional,1st,0,0,No,"K.M. Mazharul Islam","Team Mosabbir",Anik,"CS Tarikul",,Aftab,,,,2024-03-07,No,2021-10-31
Discontinued,DISC-3250,"M/S BD Connect.net",Discontinued,,"NTTN, IIG",,Both,0.62237268194731932,0,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Shareef,"CS Tarikul",,,,,,,No,2019-04-20
Discontinued,DISC-3139,"M/S IPLink Networks BD",Barred,,"NTTN, IIG",Divisional,,1,0,No,"K.M. Mazharul Islam","Team Mosabbir",Hasnat,"CS Azim",,Prince,,,,,No,2022-07-31
Discontinued,DISC-3378,"M/S SK Net City",Barred,,"NTTN, IIG",Divisional,Both,0,"5 CHQ. Worth of BDT 8.50 lac, Under litigation",No,"MD. Abu  Sayeed","Team Mitul",Sarwar,"CS Azim",Tanim,Tawhid,,,,,Yes,2020-11-20
Discontinued,DISC-012418200,"M/s Smart Zone Communication",Discontinued,,"NTTN, IIG","Category - C",,#DIV/0!,0,No,"Md. Mahin Alam","Team Abid",Ehsanul,"CS Mithun",Ejaz,Monira,,,,,No,
Discontinued,DISC-3087,"M/S Try Catch Technology",Barred,,"NTTN, IIG",,Both,0,0,No,"Md.Mominul Islam","Team Fahad",Asif,"CS Shehave",,,,,,,Yes,2020-01-31
Discontinued,DISC-012203189,"M/S. A.R. Enterprise",Discontinued,,"NTTN, IIG",Divisional,,1,0,Yes,"K.M. Mazharul Islam","Team Mosabbir",Khairul,"CS Tarikul",Tanim,Aftab,,,,,No,
Discontinued,DISC-3366,"M/s. Airnet Communication",Barred,,"NTTN, IIG",Divisional,Both,0,0,Yes,"Jibeshwar Purakayastha","Team Talha",Sarwar,"CS Azim",Tanim,N/A,,,,2023-10-01,Yes,2020-10-30
Discontinued,DISC-3322,"M/s. Asia Intel Communications",Barred,,"NTTN, IIG",,2nd,0,0,No,"Md. Abid Hasan","Team Abid",Hasnat,"CS Azim",,,,,,,No,2019-09-30
Discontinued,DISC-3373,"M/s. Bhai Bhai Enterprise",Discontinued,,"NTTN, IIG",,Both,0.50181153965816594,0,No,"Md.Mominul Islam","Team Fahad",Shohag,"CS Mithun",,,,,,,No,2019-01-31
Discontinued,DISC-3115,"M/S. BK-Online",Barred,,"NTTN, IIG",,Both,0,0,No,"Mosabbir Hussain","Team Mosabbir",Ehsanul,"CS Mithun",,,,,,,No,2019-12-31
Discontinued,DISC-3038,"M/S. Comilla Online",Barred,,NTTN,,,0,0,Yes,"MD. Abu  Sayeed","Team Mitul",Ehsanul,"CS Mithun",,,,,,,Yes,2019-09-30
Discontinued,DISC-3458,"M/S. J Enterprise",Discontinued,,"NTTN, IIG",,Both,0,0,No,"K.M. Mazharul Islam","Team Mosabbir",Khairul,"CS Tarikul",,,,,,,No,2019-07-31
Discontinued,DISC-3397,"M/s. Moulvibazar Broadband Service (MBS)",Barred,,"NTTN, IIG",,Both,0,0,No,"Jibeshwar Purakayastha","Team Talha",Mehedi,"CS Azim",,,,,,,No,2019-12-31
Discontinued,DISC-3334,"M/S. Planet Satellite",Barred,,"NTTN, IIG","South – East Zone",Both,0,0,No,"Mollick Tanzim Akhtar","Team Mosabbir",Mehedi,"CS Azim",,,,,,2023-05-29,No,2019-09-30
Discontinued,DISC-3233,"M/s. Rafin Satellite",Barred,,"NTTN, IIG",,Both,0,0,Yes,"Md.Israfil Khan","Team Israfil",Hasnat,"CS Azim",,,,,,,No,2019-12-31
Discontinued,DISC-032204781,"M/s. RS Organization","Only SComm",,IIG,"Category - A",,1,0,No,"Jannatul Nayem","Team Mitul",Khairul,"CS Tarikul",Nayeemur,Mahbub,,,,,No,
Discontinued,DISC-4544,"M/s. Sabbir Enterprise",Barred,,"NTTN, IIG","South – East Zone",Both,0,0,No,"K.M. Mazharul Islam","Team Mosabbir",Shehave,"CS Shehave",Shanto,Tawhid,,,,2023-05-29,No,2021-01-15
Discontinued,DISC-3048,"M/s. World Bangla Data Network & Telecom",Discontinued,,"NTTN, IIG",,Both,0,"1 Expire CHQ worth of 50k",No,"K.M. Mazharul Islam","Team Mosabbir",Asif,"CS Shehave",,,,,,,No,2018-01-31
Discontinued,DISC-4710,"Malumghat Online",Barred,,IIG,"Category - C",,1,0,No,"Tasnim Rahman Nafis","Team Sakib",Mehedi,"CS Azim",,Mahbub,,,,2023-11-22,No,2022-07-31
Discontinued,DISC-012106910,"Maple Leaf Networks Limited",Discontinued,,"NTTN, IIG","Category - A",,1,0,No,"Md.Noor Hossain","Team Israfil",Tarikul,"CS Tarikul",Waly,Mahbub,,,,,No,
Discontinued,DISC-N/A,"Marzuk Enterprize",Discontinued,,NTTN,,,0,0,No,"Partha Pratim Sarkar","Team Ridwan",Shohag,"CS Mithun",,,,,,,No,2011-12-20
Discontinued,DISC-3221,"MAXNET ONLINE",Barred,,"NTTN, ITC",,,0.44608898427096627,0,Yes,"MD. Abu  Sayeed","Team Mitul",Anik,"CS Tarikul",,,,,,,No,2019-12-31
Discontinued,DISC-3097,"Media & Multimedia",Barred,,NTTN,"Central Zone",,0,0,No,"Mosabbir Hussain","Team Mosabbir",Tarikul,"CS Tarikul",,,,,,2023-05-29,No,2019-12-31
Discontinued,DISC-N/A,"METAPHOR CYBER NET",Discontinued,,IIG,,Both,0,0,No,"Md. Shamrat Shahriar","Team Ryhan",Khairul,"CS Tarikul",,,,,,2017-02-27,No,2017-02-28
Discontinued,DISC-3180,"Microtrade ICX Limited",Discontinued,,NTTN,ICX,,0.50399364564813653,"17 CHQ. Total Worth of BDT 11 lacs",No,"Jahirul Islam","Team Jahirul",Khairul,"CS Tarikul",Tanim,N/A,,,,,No,2021-09-15
Discontinued,DISC-4497,"Mother Net",Barred,,"NTTN, IIG","North – West
Zone",Both,1,0,No,"S.M. Tanvir Rahman","Team Jahirul",Hasnat,"CS Azim",N/A,Tawhid,,,,2023-05-29,No,2021-03-28
Discontinued,DISC-N/A,"Multiplus Online Ltd",Discontinued,,IIG,,Both,0,"8 CHQ. Total Worth  of BDT 23 lac",No,"Md. Sohel Rana","Team Jahirul",Hasnat,"CS Azim",,,,,,,No,2017-01-31
Discontinued,DISC-012312884,"Munshi Computer & IT Services",Discontinued,,"NTTN, IIG","Category - C",,1,0,No,"Md.Noor Hossain","Team Israfil",Asif,"CS Shehave",Waly,Mahbub,,,,,No,
Discontinued,DISC-N/A,"MYNET INTERNET SERVICE PROVIDER",Discontinued,,IIG,,2nd,0,"8 CHQ. Total Worth  of BDT 23 lac",No,"Md.Mominul Islam","Team Fahad",Anik,"CS Tarikul",,,,,,,No,2015-06-30
Discontinued,DISC-012318168,"Nayergaon Online",Discontinued,,"NTTN, IIG",Upazila/Thana,,1,0,No,"Md.Noor Hossain","Team Israfil",Shareef,"CS Tarikul",Ejaz,Monira,,,,,No,2026-05-31
Discontinued,DISC-3193,"Net Bazzer",Discontinued,,"NTTN, IIG",,Both,0,0,No,"Rubaiyat Rahman","Team Ridwan",Hasan,"CS Shehave",,,,,,,No,2017-11-30
Discontinued,DISC-4482,"Net Matrix",Discontinued,,NTTN,,2nd,0,0,Yes,"Md. Mostafizur Rahman","Team Fahad",Tarikul,"CS Tarikul",,,,,,,No,2020-02-29
Discontinued,DISC-N/A,"New Generation Technology LTD",Discontinued,,NTTN,,2nd,0,0,No,"Umaya Afrin Priya","Team Mitul",Hasan,"CS Shehave",,,,,,,No,2012-08-31
Discontinued,DISC-012418269,"New Smart Internet Service",Discontinued,,"NTTN, IIG",Upazila/Thana,,1,0,No,"Toukir Azam Chowdhury","Team Sujon",Sarwar,"CS Azim",Ejaz,Mahbub,,,,,No,
Discontinued,DISC-3218,"Nextgen Networks Limited",Discontinued,,"NTTN, IIG",,Both,0,0,Yes,"Md.Israfil Khan","Team Israfil",Azim,"CS Azim",,,,,,2017-01-30,No,2019-04-30
Discontinued,DISC-4471,"Nilima Broadband",Barred,,"NTTN, IIG","South – West
Zone",Both,0.19437585399453111,"1 PDC worth 3.94 lacs, which is under litigation",No,"Ryhanul Islam Khan","Team Ryhan",Azim,"CS Azim",Shanto,Tawhid,,,,2023-05-29,Yes,2020-10-29
Discontinued,DISC-3369,"NMS Technologies Ltd.",Barred,,"NTTN, IIG",,Both,0,0,Yes,"Syed Shihab Rahman","Team Rajib",Mehedi,"CS Azim",,,,,,,No,2020-03-29
Discontinued,DISC-N/A,"Onenet Communications Ltd.",Discontinued,,"NTTN, IIG",,2nd,0,0,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Mehedi,"CS Azim",,,,,,,No,2015-07-31
Discontinued,DISC-3119,"Open Network Solution",Barred,,"NTTN, IIG",Divisional,Both,0.1399035272916879,0,No,"Md. Shahinur Islam Saju","Team Mosabbir",Shehave,"CS Shehave",Shanto,Aftab,,,,,Yes,2020-06-29
Discontinued,DISC-4486,"PACE IT",Barred,,"NTTN, IIG",Divisional,1st,5.5228943903894871E-2,"1 CHQ total worth of 3.50 lac which expired Februray 2020",Yes,"Jahirul Islam","Team Jahirul",Naznin,"CS Shehave",Shanto,Tawhid,,,,,Yes,2021-11-30
Discontinued,DISC-3143,"Paralekha Online",Barred,,NTTN,Divisional,Both,1,0,No,"MD. Abu  Sayeed","Team Mitul",Ehsanul,"CS Mithun",,Aftab,,,,2023-01-10,Yes,2022-06-30
Discontinued,DISC-7088,"Planet Internet Gateway Ltd.",Barred,,ITC,IIG,,0,0,No,"Abu Talha Shawon","Team Talha",Azim,"CS Azim",Jubayar,,,,,,No,2022-02-08
Discontinued,DISC-N/A,Polytrade,Discontinued,,"NTTN, IIG",,2nd,0,0,No,"Rubaiyat Rahman","Team Ridwan",Naznin,"CS Shehave",,,,,,,No,2016-02-29
Discontinued,DISC-N/A,"PraDeshta Limited",Discontinued,,NTTN,"Central Zone",,0,"1 CHQ total worth of BDT 1.13 lac",No,"MD. Abu  Sayeed","Team Mitul",Mehedi,"CS Azim",,,,,,2019-07-23,No,2015-10-29
Discontinued,DISC-8235,"Prime Cable Network",barred,,NTTN,,,1,0,No,"Syed Shihab Rahman","Team Rajib",Hasnat,"CS Azim",Shanto,,,,,,No,2024-02-02
Discontinued,DISC-3264,"Professionals' System",Discontinued,,NTTN,"ISP (Cat-A)",,1,0,Yes,"Abu Talha Shawon","Team Talha",Sarwar,"CS Azim",Shanto,,,,,2023-05-29,No,2023-06-30
Discontinued,DISC-012107180,"Quantum Broadband",Discontinued,,"NTTN, IIG",District,,1,0,Yes,"K.M. Mazharul Islam","Team Mosabbir",Hasan,"CS Shehave",Tanim,Monira,,,,,No,
Discontinued,DISC-4524,"Rajor Online Communication",Discontinued,,"NTTN, IIG",,Both,0,0,Yes,"Md.Israfil Khan","Team Israfil",Mehedi,"CS Azim",,,,,,,No,2019-10-31
Discontinued,DISC-4553,"Rangpur City Cable",Barred,,"NTTN, IIG","North – West
Zone",1st,0,0,No,"Md. Shahinur Islam Saju","Team Mosabbir",Asif,"CS Shehave",N/A,Tawhid,,,,2023-05-29,Yes,2021-02-15
Discontinued,DISC-012209465,"RAS Network",Discontinued,,"NTTN, IIG","Thana - ISP",,1,0,No,"Sadia Nowshin Farin","Team Talha",Anik,"CS Tarikul",Ejaz,Mahbub,,,,,No,
Discontinued,DISC-012209508,"Regiment Technologies",Discontinued,,"NTTN, IIG","Thana - ISP",Both,1,0,Yes,"Md.Israfil Khan","Team Israfil",Anik,"CS Tarikul",Ejaz,Mahbub,,,,,No,
Discontinued,DISC-062203213,"Roots Communication Ltd",Discontinued,,NTTN,IGW,,0,0,Yes,"Toukir Azam Chowdhury","Team Sujon",Sarwar,"CS Azim",Shanto,N/A,,,,,No,
Discontinued,DISC-N/A,"Royal Green Online",Discontinued,,NTTN,,,0,0,No,"Toukir Azam Chowdhury","Team Sujon",Tarikul,"CS Tarikul",,,,,,,No,2012-07-31
Discontinued,DISC-4464,"RSM Network",Barred,,"NTTN, IIG",,Both,0,0,Yes,"Md.Israfil Khan","Team Israfil",Hasnat,"CS Azim",,,,,,,No,2019-06-30
Discontinued,DISC-3149,"S. Ahmed Computers & Printers",Discontinued,,NTTN,"ISP-Zonal (North-East Zone)",,0,0,No,"Jibeshwar Purakayastha","Team Talha",Tarikul,"CS Tarikul",,,,,,2020-01-15,No,2019-05-31
Discontinued,DISC-3265,"Sadiatech Company Limited",Discontinued,,"NTTN, IIG",,2nd,0,0,No,"Umaya Afrin Priya","Team Mitul",Hasan,"CS Shehave",,,,,,,No,2018-05-31
Discontinued,DISC-3411,"Saiful Islam Trade Link",Discontinued,,NTTN,,2nd,0,0,No,"SK Sanaullah","Team Ryhan",Sarwar,"CS Azim",,,,,,,No,2018-12-31
Discontinued,DISC-012315055,"Sajib Network",Discontinued,,"NTTN, IIG","Thana - ISP",,1,0,No,"SK Sanaullah","Team Ryhan",Asif,"CS Shehave",Ejaz,Monira,,,,,No,
Discontinued,DISC-012209489,"Salman Cable Networking",Discontinued,,"NTTN, IIG",Upazila/Thana,,1,0,No,"K.M. Mazharul Islam","Team Mosabbir",Anik,"CS Tarikul",Waly,Monira,,,,,No,
Discontinued,DISC-012206931,"Sawdesh BD.Net",Discontinued,,IIG,"Thana - ISP",,1,0,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Hasnat,"CS Azim",N/A,Monira,,,,,No,
Discontinued,DISC-3222,"SB Network",Barred,,NTTN,,,0,"5 CHQ. Worth of BDT 8.50 lac, Under litigation",Yes,"Ryhanul Islam Khan","Team Ryhan",Azim,"CS Azim",,,,,,,No,2020-05-31
Discontinued,DISC-3113,"Service Solutions (Pvt.) Ltd.",Discontinued,,NTTN,,,0,0,No,"Jannatul Nayem","Team Mitul",Anik,"CS Tarikul",,,,,,,No,2018-10-31
Discontinued,DISC-012107188,"Shanta Network",Discontinued,,"NTTN, IIG","Category - C",,1,0,No,"SK Sanaullah","Team Ryhan",Mehedi,"CS Azim",Ejaz,Mahbub,,,,,No,
Discontinued,DISC-3041,"Shergold House",Discontinued,,"NTTN, IIG","North – West
Zone",Both,0,0,No,"S.M. Tanvir Rahman","Team Jahirul",Naznin,"CS Shehave",,,,,,2023-05-29,No,2017-09-30
Discontinued,DISC-3246,"Sigma Telecom Ltd.",Discontinued,,NTTN,,,0,0,No,"Abul Khayer Md. Fahad","Team Fahad",Tarikul,"CS Tarikul",,,,,,,No,2018-06-30
Discontinued,DISC-10675,"Sine-10 BD.LTD.",Discontinued,,"NTTN, IIG",,Both,0,0,Yes,"Umaya Afrin Priya","Team Mitul",Mehedi,"CS Azim",,,,,,,No,2016-07-31
Discontinued,DISC-3392,"Sky Link Net",Barred,,"NTTN, IIG",,Both,0,0,No,"Mollick Tanzim Akhtar","Team Mosabbir",Mehedi,"CS Azim",,,,,,,No,2020-04-29
Discontinued,DISC-N/A,"Sky Tel Ltd",Discontinued,,NTTN,,,0,0,No,"Syed Shihab Rahman","Team Rajib",Mehedi,"CS Azim",,,,,,,No,2013-12-31
Discontinued,DISC-3128,"Skylink Solution International",Discontinued,,NTTN,"North – West
Zone",2nd,0,0,No,"S.M. Tanvir Rahman","Team Jahirul",Naznin,"CS Shehave",,,,,,2023-05-29,No,2018-09-30
Discontinued,DISC-111903302,"Smars Telecom","License Cancelled",,IIG,"Cable TV",,0,0,No,"Md.Israfil Khan","Team Israfil",Shareef,"CS Tarikul",N/A,Aftab,,,,,No,
Discontinued,DISC-4566,"Speed Links",Discontinued,,NTTN,"ISP (Cat-B)",,0,0,Yes,"Md. Shahinur Islam Saju","Team Mosabbir",Ehsanul,"CS Mithun",Waly,,,,,2023-12-20,No,2022-10-31
Discontinued,DISC-012318160,"Speed Network","Only SComm",,"NTTN, IIG",Upazila/Thana,,1,0,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Hasnat,"CS Azim",Ejaz,Tawhid,,,,,No,2025-09-20
Discontinued,DISC-12889,"Spirited Network",Barred,,"NTTN, IIG","Thana - ISP",,0.14055977932114647,0,No,"Md. Abid Hasan","Team Abid",Asif,"CS Shehave",Waly,Mahbub,,,,,Yes,2023-08-01
Discontinued,DISC-3291,"Star Allies Pvt. Ltd",Barred,,"NTTN, IIG",,Both,0.42257633614320844,"1 CHQ total worth of 3.50 lac which expired Februray 2020",No,"Md. Shahinur Islam Saju","Team Mosabbir",Ehsanul,"CS Mithun",,,,,,2020-01-15,Yes,2019-12-31
Discontinued,DISC-3325,"Star Tech Network",Discontinued,,"NTTN, IIG","ISP (Cat-C)",Both,0,0,No,Ashak-A-Mahbub,"Team Abid",Anik,"CS Tarikul",,,,,,2023-05-29,No,2017-10-31
Discontinued,DISC-N/A,"Supernet BD Ltd",Discontinued,,IIG,,2nd,0,0,No,"Jannatul Nayem","Team Mitul",Anik,"CS Tarikul",,,,,,,No,2015-12-31
Discontinued,DISC-N/A,"Sylnet IT & Billad Zone",Discontinued,,IIG,,1st,0,0,No,"Jibeshwar Purakayastha","Team Talha",Shareef,"CS Tarikul",,,,,,,No,2015-03-31
Discontinued,DISC-012303112,"Systems Solutions & Development Technologies Ltd.",Barred,,"NTTN, IIG",,,1,0,Yes,"Partha Pratim Sarkar","Team Jahirul",Naznin,"CS Shehave",Tanim,Aftab,,,,,Yes,2026-02-01
Discontinued,DISC-4527,"Techonica Itech Ltd.",Discontinued,,NTTN,"North – West
Zone",,0,0,No,"S.M. Tanvir Rahman","Team Jahirul",Khairul,"CS Tarikul",,Tawhid,,,,2023-05-29,No,2021-04-01
Discontinued,DISC-3297,"Tecno Asia Infotech Limited",Discontinued,,"NTTN, IIG",,Both,0,0,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Hasnat,"CS Azim",,,,,,,No,2018-01-31
Discontinued,DISC-N/A,"Tele Exchange Limited",Discontinued,,NTTN,,,0,0,No,"Nubuiya Mahfuz Naimee","Team Fahad",Sarwar,"CS Azim",,,,,,,No,2014-12-31
Discontinued,DISC-4761,"Tiger Online",Barred,,"NTTN, IIG","Category - C",,1,0,No,"SK Sanaullah","Team Ryhan",Mehedi,"CS Azim",Waly,Mahbub,,,,,No,2024-05-01
Discontinued,DISC-N/A,"Tiger Telecommunications Company Limited",Discontinued,,IIG,"Central Zone",2nd,0,0,No,"Mollick Tanzim Akhtar","Team Mosabbir",Anik,"CS Tarikul",,,,,,2019-07-23,No,2016-07-31
Discontinued,DISC-3328,"Tista Online",Discontinued,,NTTN,,,0,"2 PDC worth of BDT 20.80 lacs",No,"Md. Shahinur Islam Saju","Team Mosabbir",Azim,"CS Azim",,,,,,,No,2020-09-29
Discontinued,DISC-012204783,"Tlink Communication",Barred,,"NTTN, IIG",Upazila/Thana,,1,0,Yes,"Rubaiyat Rahman","Team Jahirul",Mehedi,"CS Azim",,Tawhid,,,,,No,2026-05-31
Discontinued,DISC-3196,"UB Online",Discontinued,,NTTN,,1st,0,"3 Expierd CHQ worth of BDT 3.63 lacs",No,"Md. Shahinur Islam Saju","Team Mosabbir",Naznin,"CS Shehave",,,,,,,No,2020-02-29
Discontinued,DISC-012104634,"Unlimited Broadband Network",Barred,,"NTTN, IIG","Thana - ISP",Both,1,0,No,"Md. Abid Hasan","Team Abid",Hasan,"CS Shehave",Waly,Mahbub,,,,,No,2026-03-31
Discontinued,DISC-4588,"Varendra it",Discontinued,,"NTTN, IIG",,2nd,0,0,No,"S.M. Tanvir Rahman","Team Jahirul",Naznin,"CS Shehave",,,,,,,No,2020-07-31
Discontinued,DISC-4595,Vbangla,Discontinued,,NTTN,Divisional,,0,0,No,"Md. Shahinur Islam Saju","Team Mosabbir",Ehsanul,"CS Mithun",,Tawhid,,,,,No,2022-02-03
Discontinued,DISC-3245,"Venus Telecom Ltd.",Discontinued,,"NTTN, ITC",ICX,,1,0,Yes,"Toukir Azam Chowdhury","Team Sujon",Naznin,"CS Shehave",Shanto,N/A,,,,,No,2020-09-30
Discontinued,DISC-4493,VIBE,Discontinued,,"NTTN, IIG",,Both,0,0,No,"S.M. Tanvir Rahman","Team Jahirul",Sarwar,"CS Azim",,,,,,,No,2019-10-31
Discontinued,DISC-3072,"Virtual American Companies (BD) Limited",Barred,,"NTTN, IIG",,Both,0,"1 Expire CHQ worth of total BDT 8.29 Lac",Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Shareef,"CS Tarikul",,,,,,,No,2020-02-29
Discontinued,DISC-N/A,"Vision Tel Ltd",Discontinued,,NTTN,IGW,,1,0,No,"Umaya Afrin Priya","Team Mitul",Hasan,"CS Shehave",,,,,,2015-06-16,No,2014-05-31
Discontinued,DISC-012209509,"Wave Net",Discontinued,,IIG,"Thana - ISP",,1,0,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Mehedi,"CS Azim",N/A,Mahbub,,,,,No,
Discontinued,DISC-3134,"Winer Communication",Barred,,"NTTN, IIG",,Both,0,0,Yes,"Partha Pratim Sarkar","Team Ridwan",Shohag,"CS Mithun",,,,,,,No,2019-12-31
Discontinued,DISC-012203335,"X-Link Limited",Yes,,IIG,Nationwide,,#DIV/0!,0,No,"Mollick Tanzim Akhtar","Team Mosabbir",Shareef,"CS Tarikul",N/A,Aftab,,,,,No,
Discontinued,DISC-3244,"X-Net Limited",Discontinued,,NTTN,,,3.7717767796813539E-3,0,No,"Mollick Tanzim Akhtar","Team Mosabbir",Ehsanul,"CS Mithun",,,,,,,No,2018-01-31
Discontinued,DISC-3186,"Zip Net Limited",Barred,,"NTTN, IIG",Nationwide,Both,0,0,Yes,"Md. Abid Hasan","Team Abid",Asif,"CS Shehave",Tanim,Tawhid,,,,,Yes,2020-10-15
Discontinued,DISC-3071,"ZX Online Limited",Barred,,"NTTN, IIG",,Both,#DIV/0!,0,Yes,"Toukir Azam Chowdhury","Team Sujon",Mithun,"CS Mithun",,,,,,,Yes,2020-09-15
Discontinued,DISC-012204769,"13 Online",Discontinued,,IIG,"Thana - ISP",,1,,No,"Mollick Tanzim Akhtar","Team Sujon",Hasnat,"CS Azim",N/A,Monira,,,,,No,
Discontinued,DISC-012209477,"3R Net",Discontinued,,"NTTN, IIG","Category - A",,1,,Yes,"Jannatul Nayem","Team Mitul",Khairul,"CS Tarikul",Waly,Monira,,,,,No,
Discontinued,DISC-7160,"71 Online",Discontinued,,IIG,"Thana - ISP",,#DIV/0!,,No,"Mollick Tanzim Akhtar","Team Sujon",Khairul,"CS Tarikul",N/A,Mahbub,,,,,No,
Discontinued,DISC-012204705,"A1 Cyberlink BD",Discontinued,,"NTTN, IIG","Category - C",,1,,No,"Mollick Tanzim Akhtar","Team Mosabbir",Anik,"CS Tarikul",Ejaz,Mahbub,,,,,No,
Discontinued,DISC-3220,"Abir Telecom Limited",Discontinued,,NTTN,,,1,,No,,,Hasan,"CS Shehave",,,,,,,No,
Discontinued,DISC-3272,"Air Max",Barred,,NTTN,,1st,#DIV/0!,,No,"Mollick Tanzim Akhtar","Team Sujon",Naznin,"CS Shehave",,,,,,,No,
Discontinued,DISC-12966,"Airnet Broadband Internet",Discontinued,,IIG,"Category - B",,1,,No,"Md. Mahin Alam","Team Abid",Asif,"CS Shehave",N/A,Mahbub,,,,,No,
Discontinued,DISC-N/A,"Airtel Bangladesh Ltd",Discontinued,,,,,#DIV/0!,,No,,,Ferdaus,#N/A,,,,,,,No,
Discontinued,DISC-7185,"Al Amin Online",Discontinued,,IIG,"Category - B",,1,,No,"Sakib Aziz","Team Rakib",Mehedi,"CS Azim",,Mahbub,,,,,No,
Discontinued,DISC-3276,"Alap Communication Ltd.",Discontinued,,NTTN,Nationwide,,#DIV/0!,,No,"Jahirul Islam","Team Ridwan",Ehsanul,"CS Mithun",Tanim,,,,,,No,
Discontinued,DISC-9667,"Anondo Online",Discontinued,,"NTTN, IIG","Thana - ISP",,1,,No,"Nuzhat Binte Rahman","Team Israfil",Asif,"CS Shehave",Waly,Mahbub,,,,,No,
Discontinued,DISC-4639,"Apon IT",Discontinued,,"NTTN, IIG",,,#DIV/0!,,No,"Shihab Rahman","Team Rajib",Khairul,"CS Tarikul",Waly,Monira,,,,,No,
Discontinued,DISC-012418210,"Arif Enterprise",Discontinued,,"NTTN, IIG","Category - A",,#DIV/0!,,No,"Sadia Nowshin Farin","Team Talha",Sarwar,"CS Azim",Waly,Tawhid,,,,,No,
Discontinued,DISC-3435,"Arrow Net",Discontinued,,,,,#DIV/0!,,No,,,Mithun,"CS Mithun",,,,,,,No,
Discontinued,DISC-012211707,"ASTL Communication",Discontinued,,"NTTN, IIG","Thana - ISP",,#DIV/0!,,No,"Nuzhat Binte Rahman","Team Israfil",Shareef,"CS Tarikul",Shanto,Mahbub,,,,,No,
Discontinued,DISC-3237,"Bangla Tel Ltd",Discontinued,,NTTN,Others,,1,,Yes,"Talha Shawon","Team Talha",Tarikul,"CS Tarikul",Tanim,N/A,,,,,No,
Discontinued,DISC-3127,"Bangladesh Internet Exchange Ltd.",Discontinued,,,,,#DIV/0!,,No,,,Shareef,"CS Tarikul",,,,,,,No,
Discontinued,DISC-6891,"BDM Internet",Discontinued,,IIG,"Category - A",,#DIV/0!,,No,"Moshiur Rahman","Team Rakib",Khairul,"CS Tarikul",,Prince,,,,,No,
Discontinued,DISC-3166,"Bee Connection",Discontinued,,,,,#DIV/0!,,No,,,Shareef,"CS Tarikul",,,,,,,No,
